"","name","price","type","effect","volume","SPF","PA","skin_type","character","brand","sell"
"839","올빚 수분결 선크림","30,000","크림형","수분공급","50ml(g)","35","PA++","모든피부용","자외선차단"," 올빚","1"
"840","참존 UV 퍼펙트 아쿠아 선 크림","3,590","크림형",NA,"50ml(g)","SPF35","PA++",NA,"자외선차단","참존","2"
"841","바나나보트 울트라 프로텍트 선스크린 로션 ","8,820","크림형","수분공급, 피부보호","90ml(g)","50","PA+++",NA,"자외선차단, 지속력","바나나보트","3"
"842","숨37도 선 어웨이 퍼펙트 디펜스 선 블럭","25,490","리퀴드형","수분공급, 피부보호, 화이트닝, 백탁현상방지","70ml(g)","50","PA++++",NA,"자외선차단, 저자극, 천연성분, 보습","숨37도","31"
"843","서울살롱 퍼펙트 UV 프로텍터","19,990","크림형","수분공급, 백탁현상방지","50ml(g)","SPF50+","PA++++",NA,"자외선차단"," 서울살롱","3"
"844","다나한 본연수 미백 선 크림","12,530",NA,NA,"60ml","50","PA+++","모든피부용","자외선차단","다나한","16"
"845","투쿨포스쿨 아티파이 에어 선 프라이머","18,700",NA,NA,"100ml(g)","50","PA+++","모든피부용","자외선차단","투쿨포스쿨","12"
"846","비욘드 타임리스 피토플라센타 선 크림","16,240",NA,NA,"60ml","50","PA+++",NA,"자외선차단","비욘드","33"
"847","세니떼 선케어 마일드 터치 모이스처 선블록","9,220","크림형",NA,"60ml(g)","SPF50+","PA+++",NA,"자외선차단","세니떼","6"
"848","라끄베르 엔조이 선샤인 데일리 선블록","5,150","튜브형","수분공급, 피부활력, 피부보호, 피부진정, 백탁현상방지","50ml(g)","50","PA+++","모든피부용","자외선차단","라끄베르","18"
"849","비쉬 아이디얼 솔레이 드라이 터치 ","19,250","튜브형","수분공급, 피부진정","50ml(g)","50","PA+++","지복합, 민감성","자외선차단","비쉬","26"
"850","아임세레느 인텐시브 선블럭 크림","6,600",NA,NA,"50ml(g)","45SPF","PA++",NA,"워터프루프, 자외선차단, 메이크업베이스 겸용","아임세레느","20"
"851","싸이닉 엔조이 실키 포어 선 밀크","15,000",NA,NA,"50ml","50","PA+++","모든피부용","자외선차단, 저자극, 발림성, 레포츠용","싸이닉","1"
"852","유세린 매티파잉 선플루이드","23,810",NA,NA,"50ml(g)","50","PA+++",NA,"자외선차단, 저자극","유세린","18"
"853","아크웰 아쿠아 캡슐 선 컨트롤 젤","18,620",NA,NA,"50ml(g)","35SPF","PA++","모든피부용","자외선차단, 지속력","아크웰","17"
"854","프라이머리로우 플레인 선 두유 더 화이트","38,000",NA,NA,"40g","25","PA++","모든피부용","자외선차단, 저자극, 흡수력, 커버력, 천연성분, 발림성","프라이머리로우","2"
"855","숨37도 선-어웨이 에센셜 선블럭","33,080","튜브형",NA,"50ml(g)","42","PA++",NA,"자외선차단","숨37도","1"
"856","티엔 선크림","8,900",NA,NA,"60ml(g)","45SPF","PA++","모든피부용","자외선차단, 저자극, 지속력","티엔","1"
"857","온더바디 내추럴 리프레쉬 선크림","4,010","튜브형","수분공급, 피부진정, 피부투명","50ml(g)","50","PA+++",NA,"자외선차단","온더바디","13"
"858","에끌라두 더마컨트롤 선크림","27,550","크림형","수분공급, 피지조절","50ml(g)","SPF50+","PA+++","모든피부용","자외선차단, 주름개선"," 에끌라두","3"
"859","엔프라니 수퍼 라스팅 선 블록","9,490",NA,NA,"70ml(g)","50","PA+++",NA,"자외선차단, 지속력","엔프라니","17"
"860","수려한 비책 자단 선크림","20,780",NA,NA,"60ml(g)","50SPF","PA+++",NA,"지속력, 메이크업베이스 겸용","수려한","1"
"861","시세이도 멀티-디펜스 UV 프로텍터","41,040",NA,NA,"30ml(g)","50SPF","PA+++","모든피부용","워터프루프, 자외선차단, 메이크업베이스 겸용","시세이도","2"
"862","아크웰 아쿠아 캡슐 선 컨트롤 젤","14,000",NA,NA,NA,NA,NA,NA,NA,"아크웰","46"
"863","로고나 선로션","34,160","튜브형","피부보호","75ml(g)","15",NA,"모든피부용","자외선차단, 저자극, 미네랄 함유, 비타민 함유, 메이크업베이스 겸용","로고나","5"
"864","쌍빠 미네랄 소프튼 프로텍트 선 크림 ","22,800","크림형","수분공급, 피부보호, 피부진정, 피부탄력, 화이트닝, 백탁현상방지","50ml(g)","50","PA++++",NA,"자외선차단, 저자극, 무인공색소, 주름개선","쌍빠","2"
"865","엘리자베스아덴 에잇아워 크림 선디펜스 포 페이스 선스크린","18,000",NA,NA,"53ml(g)","50SPF","PA+++",NA,"자외선차단, 오일 프리","엘리자베스아덴","6"
"866","알바트로스 크림 마스터","6,750",NA,"수분공급, 영양공급, 피부보호, 피부유연","50ml(g)","35","PA++","모든피부용","워터프루프, 자외선차단, 발림성","알바트로스","1"
"867","잇츠스킨 스마트 솔루션 365 실키 선 에센스","9,730",NA,NA,"40ml(g)","50SPF","PA+++","모든피부용","자외선차단, 밀착력","잇츠스킨","13"
"868","MISSHA 라인 프렌즈 올 어라운드 세이프 블록 세범 제로 선","7,900","튜브형","피부보호, 피부진정, 피부결정돈, 피지조절","50ml(g)","50","PA+++","모든피부용","워터프루프, 자외선차단, 저자극, 지속력"," MISSHA","16"
"869","더샘 에코 어스 파워 노 세범 선 크림","8,000",NA,NA,"50g","50","PA+++","모든피부용","자외선차단, 지속력","더샘","7"
"870","구달 마일드 프로텍트 에센스 선","17,100",NA,"수분공급, 피부탄력, 화이트닝","50ml(g)","50","PA+++","모든피부용","자외선차단","구달","3"
"871","과일나라 헤리에타 내추럴 센서티브 선블럭","10,870",NA,NA,"60g","50","PA+++",NA,"자외선차단, 저자극, 밀착력, 알콜 프리, 파라벤 프리","과일나라","85"
"872","과일나라 헤리에타 선크림","10,560",NA,NA,"60ml(g)","50SPF","PA+++","모든피부용, 민감성","자외선차단, 지속력, 알콜 프리","과일나라","26"
"873","해피바스 아쿠아 모이스처 선 로션 ","7,600","젤형","수분공급, 피부보호","150ml(g)","50","PA++++",NA,"자외선차단, 보습","해피바스","2"
"874","묵티 틴티드 모이스처라이저 위드 선스크린","52,550",NA,"피부보호, 피부유연, 피부톤보정, 모공케어","50ml(g)","15","PA+","모든피부용","자외선차단","묵티","4"
"875","클레어스 미드 데이 블루 선 로션 ","16,690","튜브형","수분공급, 피부진정","50ml(g)","40","PA++",NA,"자외선차단","클레어스","12"
"876","아크웰 데일리 선 컨트롤 에멀전","21,490","튜브형","수분공급, 피부보호","50ml(g)","50+","PA+++",NA,"자외선차단, 저자극, 보습","아크웰","17"
"877","제이준코스메틱 안티 더스트 아쿠아 선 블록","17,000","크림형","수분공급, 피부진정, 피지조절, 백탁현상방지","50ml(g)","SPF50+","PA++++","모든피부용","자외선차단"," 제이준코스메틱","6"
"878","이엠 이보메 선프로텍트 크림","24,950",NA,NA,"50ml(g)","35","PA++",NA,"자외선차단, 저자극, 지속력, 천연성분, 미네랄 함유, 발림성","이엠","18"
"879","메디덤 투 퍼펙트 선 프로텍트 크림","12,460","크림형","수분공급, 영양공급, 피부진정","40ml(g)","SPF50+","PA+++",NA,"자외선차단"," 메디덤","2"
"880","엔프라니 올댓선 실키 핏 UV 블럭","9,700",NA,NA,"70ml(g)","50SPF","PA+++","지성, 민감성","자외선차단","엔프라니","4"
"881","ICS 울트라 라이트 선 블록","15,070","크림형",NA,"75ml(g)","SPF50+","PA+++",NA,"자외선차단","ICS","6"
"882","코리아나 세니떼 에코피칼 선 퓨어","7,290",NA,NA,"70ml(g)","36","PA+++","모든피부용","자외선차단","코리아나","60"
"883","라네즈 선블럭 하이래스팅","26,970",NA,NA,"70ml(g)","50SPF","PA+++","모든피부용","워터프루프, 자외선차단","라네즈","2"
"884","메리케이 타임와이즈 데이 솔루션","39,400",NA,NA,"29ml(g)","25SPF",NA,"모든피부용","자외선차단","메리케이","3"
"885","아이오페 선블럭 화이트","24,060","튜브형",NA,"60ml(g)","47","PA+++",NA,"자외선차단","아이오페","2"
"886","캐시캣 아쿠아 선블럭 크림","14,860","튜브형","수분공급, 피부진정, 피부유연, 피부투명","60ml(g)","50","PA+++",NA,"자외선차단","캐시캣","1"
"887","리오엘리 리제떼 퓨어 선 롤러","10,000","젤형","수분공급, 피부보호, 백탁현상방지","30ml(g)","50","PA+++","모든피부용","자외선차단","리오엘리","10"
"888","랑콤 UV 엑스퍼트 DNA 쉴드","51,100",NA,NA,"30ml(g)","50SPF",NA,NA,"자외선차단, 메이크업베이스 겸용","랑콤","3"
"889","어울 센텔라 마일드 선 크림","11,220","크림형","수분공급, 피부보호","60ml(g)","SPF50","PA+++",NA,"자외선차단"," 어울","3"
"890","이네이처 플랜트리셔스 유브이 선블록 ","18,600",NA,NA,"52ml","50","PA+++","모든피부용","자외선차단, 저자극, 천연성분, 오일 프리, 파라벤 프리, 무인공색소","이네이처","38"
"891","잇츠스킨 UV 어웨이 마일드 선블럭","5,660",NA,NA,"50ml(g)","38SPF","PA++",NA,"워터프루프, 자외선차단, 저자극, 지속력","잇츠스킨","14"
"892","RMK UV 페이스 프로텍터","25,500","튜브형","수분공급, 피부보호, 피부유연, 피지조절","50g","50","PA+++","모든피부용","자외선차단, 레포츠용","RMK","3"
"893","어퓨 자몽 선 젤","8,090","젤형","생기부여, 피부보호","65ml(g)","42","PA++",NA,"자외선차단, 비타민 함유"," 어퓨","25"
"894","엘시스 에코 선 아쿠아 선 젤 ","10,390","젤형","수분공급, 피부보호, 피부탄력, 피부톤보정, 화이트닝","70ml","50","PA+++","모든피부용","자외선차단, 흡수력, 보습, 주름개선","엘시스","5"
"895","닥터딥 선 크림","20,300",NA,"피부보호, 피부유연, 화이트닝","50ml(g)","50","PA+++","모든피부용","자외선차단, 미네랄 함유, 발림성","닥터딥","13"
"896","엘리자베카 밀키피기 선크림","11,000","크림형","백탁현상방지","50ml(g)","SPF50+","PA+++","모든피부용","자외선차단, 주름개선"," 엘리자베카","1"
"897","크리니크 더마 화이트 브라이트닝 시티 블록","64,570",NA,NA,"30ml(g)","40SPF","PA+++",NA,"자외선차단, 오일 프리, 메이크업베이스 겸용","크리니크","1"
"898","뉴트로지나 울트라 쉬어 퓨어 마일드 선스크린 로션","10,510","튜브형","피부보호","80ml(g)","50","PA+++","모든피부용","자외선차단, 저자극","뉴트로지나","7"
"899","클라란스 UV 플러스 안티 폴루션 ","61,980",NA,"피부보호, 피부유연","50ml(g)","50","PA++++","모든피부용","자외선차단, 지속력, 발림성","클라란스","3"
"900","시세이도 어반 인바이런먼트 UV 프로텍션 크림","31,500",NA,NA,"50ml(g)","30SPF",NA,"모든피부용","자외선차단, 메이크업베이스 겸용","시세이도","7"
"901","BELLA 울트라 하이드로 선 에센스","6,900",NA,"수분공급, 영양공급, 피부보호, 피부진정, 피부탄력, 화이트닝, 청량감","30ml(g)","50","PA+++",NA,"자외선차단, 저자극, 파라벤 프리, 주름개선","BELLA","16"
"902","유세린 선 플루이드 안티 에이지 ","27,520",NA,"수분공급, 피부보호, 피부탄력, 백탁현상방지","50ml(g)","50","PA+++","모든피부용","자외선차단, 파라벤 프리","유세린","19"
"903","쿨라 클래식 선스크린","41,300",NA,NA,"148ml(g)","50",NA,NA,"워터프루프, 자외선차단, 흡수력, 지속력, 비타민 함유","쿨라","38"
"904","MISSHA 올 어라운드 세이프 블록 토닝 선 텐션 ","9,010","쿠션형","피부보호, 피부진정, 피부유연, 피부투명","17ml(g)","50","PA++++",NA,"워터프루프, 자외선차단, 지속력, 쿨링감, 보습, 메이크업베이스 겸용"," MISSHA","8"
"905","큐어트리 네추럴 에어 선 젤","7,090",NA,NA,"25ml","50","PA+++",NA,"자외선차단, 저자극, 천연성분, 발림성","큐어트리","15"
"906","자연마을 순한 선크림","21,920",NA,NA,"50ml(g)","50SPF","PA++",NA,"워터프루프, 자외선차단, 저자극, 알콜 프리","자연마을","11"
"907","비에코 핑크 볼륨 파우더 무기자차 선 크림","15,760","크림형","수분공급, 생기부여, 피부보호, 피부탄력, 피부톤보정, 피부투명, 화이트닝","50ml(g)","35","PA+++","모든피부용","자외선차단, 저자극, 파라벤 프리, 발림성, 주름개선, 메이크업베이스 겸용","비에코","5"
"908","라비오뜨 블루 세이프티 선 젤","17,650","크림형","피부진정, 백탁현상방지","50ml(g)","SPF50+","PA++++","모든피부용","자외선차단","라비오뜨","13"
"909","MISSHA 화이트 큐어 블랑 톤 업 선 프로텍터","12,370",NA,NA,"50ml","50","PA+++","모든피부용","자외선차단, 밀착력, 메이크업베이스 겸용"," MISSHA","11"
"910","더페이스샵 마블 내추럴 선 에코 아이스 에어 퍼프 선","9,600",NA,"피부보호, 피부진정, 피부톤보정, 화이트닝","100ml(g)","50","PA+++","모든피부용","자외선차단, 쿨링감, 보습, 주름개선","더페이스샵","12"
"911","엔프라니 세이프 앤 마일드 선 블록","4,600",NA,NA,"70ml","50","PA+++","모든피부용","자외선차단, 저자극, 밀착력","엔프라니","6"
"912","식물나라 산소 수 톤 업 선 쿠션","10,800",NA,NA,"15g","50","PA+++","모든피부용","자외선차단","식물나라","3"
"913","구달 마일드 프로텍트 순한 선 플루이드 ","14,630",NA,"피부보호","90ml(g)","50","PA++++","모든피부용","자외선차단, 흡수력, 미네랄 함유, 비타민 함유","구달","12"
"914","라메르 UV 프로텍팅 플루이드","121,220",NA,NA,"50ml","50","PA+++","모든피부용","자외선차단","라메르","15"
"915","웰라쥬 쉴드 크림 ","23,790","튜브형","수분공급, 피부보호, 피부진정","50ml(g)","50","PA++++","모든피부용","자외선차단, 저자극, 무인공색소, 무인공향","웰라쥬","10"
"916","이지함화장품 라이프 선 크림","19,570","튜브형","피부보호","50ml(g)","50","PA++++",NA,"자외선차단, 저자극, 흡수력","이지함화장품","4"
"917","아나클리 UV 선스크린","34,960",NA,NA,"50ml(g)","50SPF","PA++","모든피부용","워터프루프, 자외선차단, 지속력","아나클리","1"
"918","구달 프리미엄 스네일 톤 업 선크림","18,610","크림형","피부보호","50ml(g)","SPF50+","PA++++","모든피부용","자외선차단, 주름개선"," 구달","6"
"919","퍼펙트 선 선 워터","3,890",NA,"수분공급, 화이트닝","40ml(g)","50","PA+++","민감성","자외선차단, 주름개선",NA,"26"
"920","크리니크 수퍼 시티 블럭 오일-프리 데일리 페이스 프로텍터","47,370",NA,NA,"40ml(g)","25SPF",NA,"민감성","자외선차단, 오일 프리, 메이크업베이스 겸용","크리니크","1"
"921","홀리카홀리카 메이크 업 선 크림 ","6,730","튜브형","피부보호, 피부진정, 피부톤보정","60ml(g)","50","PA+++","모든피부용","자외선차단, 저자극","홀리카홀리카","2"
"922","오션 임프루브드 이지 선스틱 알파","12,430",NA,NA,"14ml(g)","50SPF","PA++","모든피부용","자외선차단","오션","26"
